0.000000000000000000e+00,4.207947405284460096e-01,2.965246146280259842e-01,3.960396039603959577e-03,1.732374896796670116e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.042117938987000003e-01,0.000000000000000000e+00,9.602781507104460323e-02,0.000000000000000000e+00,3.621436415039160084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.050065790181570050e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.089381720430099801e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172954434100930532e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.761904761904760253e-02,0.000000000000000000e+00
7.359601247782170397e-01,0.000000000000000000e+00,2.544709845799040249e-01,7.456427015250539914e-02,2.686496743754629990e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.424948240165629987e-01,0.000000000000000000e+00,9.103105599871839926e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.237627324973339771e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.916586617466379983e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.407407407407400057e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00
9.817220598794299535e-01,9.260487507422879849e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.607656363189550075e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.042383057693350157e-01,0.000000000000000000e+00,4.303797995749050198e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.347826086956520231e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.746653007252939926e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.153929343907710070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.407407407407400057e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.149942155827169854e-01,5.013716371342790135e-01,0.000000000000000000e+00,4.812295041848170252e-01,5.164609053497940527e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.529411764705879972e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.446428571428569732e-01,4.894736842105260055e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.654822335025380009e-01,0.000000000000000000e+00,1.666666666666659913e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.680897108007080143e-01,3.307493540051669734e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.588957055214720138e-02,3.604240282685510222e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.904914948655640039e-01,9.416823501551729869e-01,6.153160618521239522e-01,8.377389182594550121e-01,0.000000000000000000e+00,4.075829383886250268e-01,0.000000000000000000e+00,6.727748691099469935e-01,0.000000000000000000e+00,3.327096975366379827e-01,0.000000000000000000e+00,5.016722408026749735e-02,6.611842105263150415e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.461538461538460343e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.078664029883539877e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.291053522594080238e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.739726027397260122e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.226993865030670018e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00,7.058823529411759612e-01,5.964912280701749614e-01,0.000000000000000000e+00,5.714285714285709528e-01,5.770476631189259686e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.941176470588229841e-01,2.696467195385719995e-01,3.030303030303029832e-01,3.056347292260460091e-01,1.162790697674409915e-02,4.733915806195390097e-01,3.695652173913039906e-01,3.537190082644620093e-01,3.333333333333329818e-01,1.855670103092779966e-01,5.111111111111109606e-01,2.460937500000000000e-01,2.030371203599549979e-01,6.666666666666659635e-01,3.958333333333329818e-01,2.090199479618380096e-01,2.823730747290350007e-01,1.572637517630459947e-01,5.084745762711859879e-02,2.051282051282050101e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.108808290155440357e-01,0.000000000000000000e+00,5.403894530886049763e-01,0.000000000000000000e+00,3.049822805920360258e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.669724770642199957e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.758620689655170155e-01,5.106382978723400523e-01,2.984516817939130151e-01,1.432506887052339972e-01,0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,9.285714285714280480e-01,9.568690095846640320e-01,7.796610169491520193e-01,4.878048780487799774e-01,4.987098518172650152e-01,1.666666666666659913e-01,0.000000000000000000e+00,4.500000000000000111e-01,8.333333333333330373e-01,1.956521739130429871e-01,3.247787610619459753e-01,2.558139534883719923e-01,2.727272727272719854e-01,7.692307692307689959e-02,2.966171617161709739e-01,2.112676056338020081e-01,3.185483870967740216e-01,5.333333333333329929e-01,1.463414634146339988e-01,8.333333333333330095e-02,5.043721580972360119e-01,1.956989247311820002e-01,6.666666666666659635e-01,7.017543859649119642e-02,1.513043478260860109e-01,2.580266249021139768e-01,2.516097077761260126e-01,1.090909090909090023e-01,3.907563025210080143e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.789473684210519888e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.623313545601720254e-01,0.000000000000000000e+00,4.655816850957790187e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.717391304347819836e-01,0.000000000000000000e+00,1.129943502824850010e-01,3.149054357889159994e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.369627507163319491e-01,6.640856011627319644e-01,2.637362637362630213e-01,4.241787122207619776e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.492096944151730442e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,6.721311475409830205e-01,1.000000000000000000e+00,8.333333333333330373e-01,3.496687640324859792e-01,2.500000000000000000e-01,3.750000000000000000e-01,3.084415584415580169e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.571428571428569843e-01,0.000000000000000000e+00,7.317073170731699938e-02,0.000000000000000000e+00
